gsn,drugname,strength,dosetype, price 
058797,ALA/UBI/MV-MN/HERB COMPLEX 107,50-32-0.4,COMBO. PKG, $0.08 
058801,MULTIVIT-MIN/FA/LYCOPEN/LUTEIN,.4-300-250,TABLET, $0.08 
058808,SODIUM BENZOATE/SOD PHENYLACET,10 %-10 %,VIAL, $103.53 
058847,ALPRAZOLAM,0.25 MG,TAB RAPDIS, $1.46 
058848,ALPRAZOLAM,0.5 MG,TAB RAPDIS, $1.82 
058849,ALPRAZOLAM,1 MG,TAB RAPDIS, $2.57 
058850,ALPRAZOLAM,2 MG,TAB RAPDIS, $4.07 
058870,GUAIFEN/DEXTROMETHORPHAN/PE,75-5-2.5/5,LIQUID, $0.01 
058872,MICAFUNGIN SODIUM,50 MG,VIAL, $19.43 
058904,TIZANIDINE HCL,2 MG,CAPSULE, $0.31 
058905,TIZANIDINE HCL,4 MG,CAPSULE, $0.38 
058906,TIZANIDINE HCL,6 MG,CAPSULE, $0.43 
058912,"NEEDLES, SAFETY","23GX1""",DIS NEEDLE, $0.17 
058915,IBANDRONATE SODIUM,150 MG,TABLET, $5.87 
058916,BROMFENAC SODIUM,0.09 %,DROPS, $78.62 
058934,ENTECAVIR,0.5 MG,TABLET, $0.56 
058935,ENTECAVIR,1 MG,TABLET, $1.19 
058950,FLUOCINOLONE/SHOWER CAP,0.01 %,OIL, $0.30 
058952,INSULIN NPH HUM/REG INSULIN HM,70-30/ML,INSULN PEN, $30.60 
058979,CHOLECALCIFEROL (VITAMIN D3),250 MCG,CAPSULE, $0.15 
058996,MEMANTINE HCL,2 MG/ML,SOLUTION, $0.80 
059014,COMPOUND VEH.SUSP SUGAR-FREE 1,,ORAL SUSP, $0.07 
059039,DONEPEZIL HCL,5 MG,TAB RAPDIS, $4.95 
059040,DONEPEZIL HCL,10 MG,TAB RAPDIS, $1.93 
059045,"SYRINGE,SAFETY WITH NEEDLE,5ML","20GX1 1/2""",DISP SYRIN, $0.20 
059046,"SYRINGE,SAFETY WITH NEEDLE,5ML","20GX1""",DISP SYRIN, $0.20 
059047,"SYRINGE,SAFETY NEEDLE,10 ML","20GX1""",DISP SYRIN, $0.20 
059049,"NEEDLES, SAFETY","27GX1/2""",DIS NEEDLE, $0.17 
059050,"NEEDLES, SAFETY","26GX1/2""",DIS NEEDLE, $0.10 
059051,"NEEDLES, SAFETY","25GX1""",DIS NEEDLE, $0.17 
059052,"NEEDLES, SAFETY","25GX1 1/2""",DIS NEEDLE, $0.17 
059053,"NEEDLES, SAFETY","18GX1""",DIS NEEDLE, $0.71 
059054,"NEEDLES, SAFETY","18GX1 1/2""",DIS NEEDLE, $0.17 
059055,"NEEDLES, SAFETY","19GX1""",DIS NEEDLE, $0.10 
059056,"NEEDLES, SAFETY","19GX1 1/2""",DIS NEEDLE, $0.10 
059057,"NEEDLES, SAFETY","20GX1""",DIS NEEDLE, $0.71 
059058,"NEEDLES, SAFETY","20GX1 1/2""",DIS NEEDLE, $0.71 
059060,"SYRINGE,SAFETY NEEDLE,10 ML","20GX1 1/2""",DISP SYRIN, $0.20 
059074,TIMOLOL MALEATE,0.5 %,DROP DAILY, $36.15 
059087,"SYRINGE,SAFETY WITH NEEDLE,3ML","20GX1""",DISP SYRIN, $0.20 
059088,"SYRINGE,SAFETY WITH NEEDLE,3ML","20GX1 1/2""",DISP SYRIN, $0.24 
059089,"SYRINGE,SAFETY WITH NEEDLE,1ML","26GX3/8""",DISP SYRIN, $0.20 
059090,"NEEDLES, SAFETY","21 G X 1""",DIS NEEDLE, $0.15 
059091,"NEEDLES, SAFETY","21GX1 1/2""",DIS NEEDLE, $0.71 
059092,"NEEDLES, SAFETY","22GX1""",DIS NEEDLE, $0.71 
059093,"NEEDLES, SAFETY","22GX1 1/2""",DIS NEEDLE, $0.71 
059094,"NEEDLES, SAFETY","23GX1 1/2""",DIS NEEDLE, $0.17 
059102,FENTANYL,12 MCG/HR,PATCH TD72, $11.11 
059121,RASAGILINE MESYLATE,1 MG,TABLET, $1.57 
059137,BENZOYL PEROXIDE,10 %,CLEANSER, $0.06 
059162,OXALIPLATIN,50 MG/10ML,VIAL, $0.94 
059163,OXALIPLATIN,100MG/20ML,VIAL, $0.91 
059177,FLUTICASONE PROPIONATE,0.05 %,LOTION, $10.45 
059178,CALCIUM CARBONATE/VITAMIN D3,500MG-5MCG,TABLET, $0.02 
059181,PARICALCITOL,1 MCG,CAPSULE, $2.53 
059182,PARICALCITOL,2 MCG,CAPSULE, $4.50 
059183,PARICALCITOL,4 MCG,CAPSULE, $23.29 
059184,"FOLIC ACID/MULTIVIT,IRON,MINER",.4-18-3500,TAB CHEW, $0.08 
059189,DIHYDROERGOTAMINE MESYLATE,0.5MG/SPRY,SPRAY/PUMP, $67.47 
059190,DEXMETHYLPHENIDATE HCL,5 MG,CPBP 50-50, $3.05 
059191,DEXMETHYLPHENIDATE HCL,10 MG,CPBP 50-50, $2.51 
059192,DEXMETHYLPHENIDATE HCL,20 MG,CPBP 50-50, $3.43 
059205,BUPRENORPHINE HCL,0.3 MG/ML,VIAL, $15.13 
059211,SILDENAFIL CITRATE,20 MG,TABLET, $0.16 
059247,EVEROLIMUS,0.25 MG,TABLET, $5.45 
059248,EVEROLIMUS,0.5 MG,TABLET, $8.21 
059249,EVEROLIMUS,0.75 MG,TABLET, $13.06 
059252,FOLIC/MVI THER-MIN/LYCOP/LUT,1.25-2.5MG,TABLET, $0.08 
059270,TIGECYCLINE,50 MG,VIAL, $34.99 
059307,SODIUM CHLORIDE/SODIUM BICARB,,PACKET, $0.09 
059312,"B2/VITS A,C,E/LUT/ZEAXANTH/MIN",3300-200,TABLET ER, $0.08 
059324,ISOSORBIDE DINIT/HYDRALAZINE,20-37.5MG,TABLET, $0.95 
059325,METRONIDAZOLE,1 %,GEL (GRAM), $3.25 
059343,MEGESTROL ACETATE,625MG/5ML,ORAL SUSP, $1.95 
059351,"VITAMIN E (DL,TOCOPHERYL ACET)",45 MG,CAPSULE, $0.03 
059352,AMMONIA,15 % (W/V),AMPUL, $0.55 
059401,PREGABALIN,225 MG,CAPSULE, $0.09 
059402,RISPERIDONE,3 MG,TAB RAPDIS, $4.25 
059403,RISPERIDONE,4 MG,TAB RAPDIS, $4.47 
059404,ZOLEDRONIC ACID/MANNITOL-WATER,5 MG/100ML,PGGYBK BTL, $1.14 
059430,LOPERAMIDE HCL,1MG/7.5ML,LIQUID, $0.05 
059454,D-METHORPHAN/PE/ACETAMINOPHEN,10-5-325MG,CAPSULE, $0.26 
059455,DM/ACETAMINOPHEN/DOXYLAMINE,15MG-325MG,CAPSULE, $0.27 
059509,RAMELTEON,8 MG,TABLET, $1.34 
059562,"E AC SUCC/FOLIC/BCOMP,C/ZN/SEL",35 U-5.5MG,TABLET, $0.08 
059573,DOXYCYCLINE HYCLATE,75 MG,TABLET DR, $3.27 
059574,DOXYCYCLINE HYCLATE,100 MG,TABLET DR, $7.53 
059577,MULTIVIT-MIN/FOLIC ACID/LUTEIN,0.4MG-250,TABLET, $0.08 
059584,"FLUCONAZOLE IN NACL,ISO-OSM",200MG/0.1L,PGGYBK BTL, $0.22 
059589,BUPRENORPHINE,5 MCG/HR,PATCH TDWK, $44.52 
059590,BUPRENORPHINE,10 MCG/HR,PATCH TDWK, $1.12 
059591,BUPRENORPHINE,20 MCG/HR,PATCH TDWK, $87.68 
059638,OMEG3/CALCIUM/D3/FOLIC/MVIT 13,400 MG-200,COMBO. PKG, $0.08 
059640,CALCIUM/FOLIC AC/MULTIVIT-MIN,200-0.4MG,TAB CHEW, $0.08 
059663,MULTIVIT-MIN/FA/LYCOPEN/LUTEIN,0.4-2-250,TABLET, $0.08 
059668,BRIMONIDINE TARTRATE,0.1 %,DROPS, $27.12 
059685,PIOGLITAZONE HCL/METFORMIN HCL,15MG-500MG,TABLET, $0.66 
059686,PIOGLITAZONE HCL/METFORMIN HCL,15MG-850MG,TABLET, $0.53 
059693,PRAMOXINE HCL,1 %,TOWELETTE, $0.52 
059696,ZOLPIDEM TARTRATE,6.25 MG,TAB MPHASE, $0.41 
059697,ZOLPIDEM TARTRATE,12.5 MG,TAB MPHASE, $0.40 
059707,PHENYLEPHRINE HCL/ACETAMINOPHN,5 MG-325MG,TABLET, $0.08 
059718,BACITRACIN/POLYMYXIN B SULFATE,500-10K/G,OINT. (G), $4.93 
059732,ASPIRIN/SOD BICARB/CITRIC ACID,325-1916MG,TABLET EFF, $0.05 
059739,CLINDAMYCIN PHOSPHATE,900MG/6ML,VIAL PORT, $1.21 
059747,CEFTAZIDIME,1 G,VIAL PORT, $6.91 
059748,CEFTAZIDIME,2 G,VIAL PORT, $12.67 
059781,DIAZEPAM,5-7.5-10MG,KIT, $243.50 
059782,DIAZEPAM,12.5-15-20,KIT, $217.45 
059784,"FOLIC ACID/MV,IRON,MIN/LUTEIN",0.4-18-250,TABLET, $0.08 
059836,CALCIUM CARBONATE/VITAMIN D3,500 MG-10,TAB CHEW, $0.07 
059845,DOXYCYCLINE MONOHYDRATE,150 MG,TABLET, $2.91 
059919,LOSARTAN/HYDROCHLOROTHIAZIDE,100-12.5MG,TABLET, $0.06 
059931,SODIUM CHLORIDE/NAHCO3/KCL/PEG,420G,SOLN RECON, $0.01 
059950,CLINDAMYCIN PHOSPHATE,300 MG/2ML,VIAL PORT, $2.51 
059951,CLINDAMYCIN PHOSPHATE,600 MG/4ML,VIAL PORT, $1.47 
059967,CLOBETASOL PROPIONATE,0.05 %,SPRAY, $0.44 
059972,LOPINAVIR/RITONAVIR,200MG-50MG,TABLET, $7.28 
059981,NELARABINE,250MG/50ML,VIAL, $6.46 
060005,"MULTIVIT, IRON, MIN NO. 8, FA",9MG-0.4MG,TABLET, $0.08 
060036,DOCOSAHEXAENOIC ACID,200 MG,CAPSULE, $0.17 
060046,DEFERASIROX,125 MG,TAB DISPER, $5.15 
060047,DEFERASIROX,250 MG,TAB DISPER, $9.50 
060048,DEFERASIROX,500 MG,TAB DISPER, $7.33 
060055,FLUOCINOLONE ACETONIDE OIL,0.01 %,DROPS, $1.85 
060060,OMEGA-3 FATTY ACIDS/FISH OIL,300-1000MG,CAPSULE, $0.04 
060096,LANTHANUM CARBONATE,1000 MG,TAB CHEW, $6.01 
060097,LANTHANUM CARBONATE,750 MG,TAB CHEW, $4.70 
060125,LIDOCAINE HCL/PF,40 MG/ML,AMPUL, $0.47 
060168,"FA/MV,CA,IRON,MIN/LYCOPENE/LUT",0.4-162-18,TABLET, $0.08 
060197,IOPAMIDOL,200 MG/ML,VIAL, $5.34 
060198,IOPAMIDOL,300 MG/ML,VIAL, $6.91 
060199,SORAFENIB TOSYLATE,200 MG,TABLET, $111.51 
060225,ARIPIPRAZOLE,2 MG,TABLET, $0.04 
060230,LENALIDOMIDE,5 MG,CAPSULE, $959.53 
060231,LENALIDOMIDE,10 MG,CAPSULE, $959.53 
060240,ANTI-INHIBITOR COAGULANT COMP.,1750-3250,VIAL, $1.83 
060257,IBANDRONATE SODIUM,3 MG/3 ML,SYRINGE, $43.53 
060274,TRAMADOL HCL,100 MG,TAB ER 24H, $1.62 
060292,QUETIAPINE FUMARATE,50 MG,TABLET, $0.06 
060293,QUETIAPINE FUMARATE,400 MG,TABLET, $0.25 
060298,CHOLECALCIFEROL (VITAMIN D3),10(400)/ML,DROPS, $0.05 
060301,"HEPARIN SODIUM,PORCINE/D5W",25000/250,IV SOLN, $0.07 
060302,"HEPARIN SODIUM,PORCINE/D5W",20K/500ML,IV SOLN, $0.04 
060303,"HEPARIN SODIUM,PORCINE/D5W",25000/500,IV SOLN, $0.04 
060309,"HEPARIN SODIUM,PORCINE/PF",1000/ML,VIAL, $3.17 
060319,ARIPIPRAZOLE,10 MG,TAB RAPDIS, $3.30 
060322,ARIPIPRAZOLE,15 MG,TAB RAPDIS, $3.30 
060323,ANTIHEMOPHILIC FACTOR/VWF,250-600,VIAL, $1.18 
060324,ANTIHEMOPHILIC FACTOR/VWF,1000-2400,VIAL, $1.18 
060325,ANTIHEMOPHILIC FACTOR/VWF,500-1200,VIAL, $1.18 
060326,SUNITINIB MALATE,12.5 MG,CAPSULE, $45.58 
060327,SUNITINIB MALATE,25 MG,CAPSULE, $117.17 
060328,SUNITINIB MALATE,50 MG,CAPSULE, $236.91 
060333,RANOLAZINE,500 MG,TAB ER 12H, $0.32 
060338,HYDROCODONE/ACETAMINOPHEN,5 MG-300MG,TABLET, $0.21 
060341,LUBIPROSTONE,24MCG,CAPSULE, $1.69 
060365,POSACONAZOLE,200 MG/5ML,ORAL SUSP, $9.38 
060386,CAMPHOR/PHENOL,10.8-4.7%,SOLUTION, $0.10 
060390,ATOMOXETINE HCL,80 MG,CAPSULE, $0.99 
060391,ATOMOXETINE HCL,100 MG,CAPSULE, $1.00 
060400,GLYCERIN,99.5 %,SOLUTION, $0.06 
060440,"HEPARIN SOD,PORK IN 0.45% NACL",25000/250,IV SOLN, $0.09 
060441,"HEPARIN SOD,PORK IN 0.45% NACL",25000/500,IV SOLN, $0.03 
060469,NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(24),TABLET, $0.50 
060471,OMEPRAZOLE/SODIUM BICARBONATE,20MG-1.1G,CAPSULE, $0.54 
060472,OMEPRAZOLE/SODIUM BICARBONATE,40MG-1.1G,CAPSULE, $1.20 
060473,OMEPRAZOLE/SODIUM BICARBONATE,20-1680MG,PACKET, $10.61 
060474,OMEPRAZOLE/SODIUM BICARBONATE,40-1680MG,PACKET, $107.33 
060475,DEXTROSE 5 % IN WATER,,PGY VL PRT, $0.05 
060477,DAPTOMYCIN,350 MG,VIAL, $15.23 
060480,GUAIFENESIN/DM/PSEUDOEPHEDRINE,200-15-30,SOLUTION, $0.02 
060491,SODIUM CHLORIDE,1000 MG,TABLET SOL, $0.08 
060493,ESTRADIOL,0.5MG/0.5G,GEL PACKET, $4.43 
060499,SUMATRIPTAN SUCCINATE,4 MG/0.5ML,PEN INJCTR, $191.71 
060500,SUMATRIPTAN SUCCINATE,4 MG/0.5ML,CARTRIDGE, $104.23 
060533,HYDROCODONE/ACETAMINOPHEN,7.5-300 MG,TABLET, $0.23 
060535,LEVOMEFOLATE CALCIUM,7.5 MG,TABLET, $2.20 
060545,METHYLPHENIDATE HCL,40 MG,CPBP 30-70, $2.83 
060547,METHYLPHENIDATE HCL,60 MG,CPBP 30-70, $3.51 
060548,ETHINYL ESTRADIOL/DROSPIRENONE,0.02-3(28),TABLET, $0.18 
060553,PHENYLEPHRINE/DM/ACETAMINOP/GG,5-325-200,TABLET, $0.31 
060554,GUAIFEN/PHENYLEPH/ACETAMINOPHN,200-5-325,TABLET, $0.40 
060598,"ANTIHEMOPHILIC FACTOR, HUMAN",220-400,VIAL, $1.06 
060599,"ANTIHEMOPHILIC FACTOR, HUMAN",401-800,VIAL, $1.06 
060615,METHYLPHENIDATE,10MG/9HR,PATCH TD24, $14.32 
060616,METHYLPHENIDATE,15MG/9HR,PATCH TD24, $12.84 
060617,METHYLPHENIDATE,20 MG/9 HR,PATCH TD24, $12.84 
060618,METHYLPHENIDATE,30MG/9HR,PATCH TD24, $12.84 
060622,BROMPHENIRAM/PHENYLEPHRINE/DM,1-2.5-5/5,SOLUTION, $0.04 
060628,"ANTIHEMOPHILIC FACTOR, HUM REC",2000 (+/-),VIAL, $1.24 
060670,LIDOCAINE HCL/PF,15 MG/ML,AMPUL, $0.87 
060671,LIDOCAINE HCL/PF,10 MG/ML,AMPUL, $0.20 
060673,LIDOCAINE HCL/PF,20 MG/ML,AMPUL, $0.29 
060674,LIDOCAINE HCL/PF,20 MG/ML,VIAL, $0.30 
060675,LIDOCAINE HCL/PF,10 MG/ML,VIAL, $0.11 
060677,LIDOCAINE HCL/PF,5 MG/ML,VIAL, $0.37 
060679,LIDOCAINE HCL/PF,100 MG/5ML,SYRINGE, $1.65 
060684,LIDOCAINE HCL/DEXTROSE 5 %/PF,4 MG/ML,IV SOLN, $0.02 
060685,LIDOCAINE HCL/DEXTROSE 5 %/PF,8 MG/ML,IV SOLN, $0.06 
060722,AMLODIPINE BESYLATE/BENAZEPRIL,5 MG-40 MG,CAPSULE, $0.24 
060723,AMLODIPINE BESYLATE/BENAZEPRIL,10 MG-40MG,CAPSULE, $0.23 
060731,MINOCYCLINE HCL,90 MG,TAB ER 24H, $11.30 
060732,MINOCYCLINE HCL,135 MG,TAB ER 24H, $3.74 
060766,"ANTIHEMOPHILIC FACTOR, HUM REC",1500 (+/-),VIAL, $1.24 
060780,VALSARTAN/HYDROCHLOROTHIAZIDE,320MG-25MG,TABLET, $0.26 
060781,VALSARTAN/HYDROCHLOROTHIAZIDE,320-12.5MG,TABLET, $0.38 
060783,CEPHALEXIN,750 MG,CAPSULE, $9.91 
060839,DECITABINE,50 MG,VIAL, $61.40 
060896,VARENICLINE TARTRATE,0.5 MG,TABLET, $1.68 
060897,VARENICLINE TARTRATE,1 MG,TABLET, $1.57 
060898,VARENICLINE TARTRATE,0.5 (11)-1,TAB DS PK, $2.15 
060904,"PEN NEEDLE, DIABETIC","31 GX3/16""",DIS NEEDLE, $0.05 
060915,RASAGILINE MESYLATE,0.5 MG,TABLET, $2.31 
060937,L-NORGEST/E.ESTRADIOL-E.ESTRAD,150-30(84),TBDSPK 3MO, $0.31 
060942,DOXYCYCLINE MONOHYDRATE,40 MG,CAP IR DR, $22.38 
060956,PREDNISOLONE SODIUM PHOSPHATE,10 MG,TAB RAPDIS, $8.63 
060957,PREDNISOLONE SODIUM PHOSPHATE,15 MG,TAB RAPDIS, $16.23 
060958,PREDNISOLONE SODIUM PHOSPHATE,30 MG,TAB RAPDIS, $32.00 
060981,D-METHORPHAN/PE/ACETAMINOPHEN,10-5-325MG,TABLET, $0.33 
060994,IBUPROFEN LYSINE/PF,20 MG/2 ML,VIAL, $209.80 
061005,LEVETIRACETAM,500 MG/5ML,VIAL, $0.34 
061016,"SYRINGE,SAFETY WITH NEEDLE,1ML","25GX1""",SYRINGE, $0.20 
061040,PHENYLEPHRINE HCL/ACETAMINOPHN,5 MG-500MG,TABLET, $0.08 
061045,MULTIVIT NO.51/IRON/FOLIC ACID,106.5-1MG,CAPSULE, $0.08 
061050,BROMPHENIRAMINE/PHENYLEPHRINE,1-2.5 MG/5,SOLUTION, $0.04 
061086,OXYMORPHONE HCL,5 MG,TABLET, $0.46 
061087,OXYMORPHONE HCL,10 MG,TABLET, $0.48 
061099,DASATINIB,20 MG,TABLET, $107.37 
061100,DASATINIB,50 MG,TABLET, $193.27 
061101,DASATINIB,70 MG,TABLET, $214.74 
061112,"VITS A,C,E/LUTEIN/MINERALS",300MCG-200,TABLET, $0.09 
061113,LENALIDOMIDE,15 MG,CAPSULE, $959.53 
061114,LENALIDOMIDE,25 MG,CAPSULE, $959.53 
061115,APREPITANT,40 MG,CAPSULE, $68.21 
061136,DAPSONE,5 %,GEL (GRAM), $2.69 
061157,ANTIHEMOPHILIC FACTOR/VWF,250 (100),VIAL, $1.20 
061158,ANTIHEMOPHILIC FACTOR/VWF,500 (200),VIAL, $1.20 
061159,ANTIHEMOPHILIC FACTOR/VWF,1000 (400),VIAL, $1.20 
061160,ANTIHEMOPHILIC FACTOR/VWF,1500 (600),VIAL, $1.20 
061173,EFAVIRENZ/EMTRICIT/TENOFOVR DF,600-200MG,TABLET, $3.15 
061199,FENOFIBRATE NANOCRYSTALLIZED,48 MG,TABLET, $0.15 
061200,FENOFIBRATE NANOCRYSTALLIZED,145 MG,TABLET, $0.17 
061237,MAGNESIUM GLUCONATE,27 MG(500),TABLET, $0.07 
061267,METFORMIN HCL,500 MG,TABERGR24H, $0.95 
061273,METFORMIN HCL,1000 MG,TABERGR24H, $1.26 
061294,TESTOSTERONE,50 MG (1%),GEL (GRAM), $1.79 
061300,DIETHYLTOLUAMIDE,25 %,SPRAY, $0.02 
061315,LACTOBACIL 2/BIFIDO 1/S.THERMO,900B CELL,PACKET, $4.99 
061317,DEXMETHYLPHENIDATE HCL,15 MG,CPBP 50-50, $1.57 
061337,D-METHORPHAN/PE/ACETAMINOPHEN,5-325MG/15,LIQUID, $0.03 
061341,PHENYLEPHRINE/DM/ACETAMINOP/GG,5-325MG/15,LIQUID, $0.03 
061342,DM/PE/ACETAMINOPHEN/DOXYLAMINE,5-325MG/15,LIQUID, $0.03 
061343,FLUTICASONE PROPION/SALMETEROL,45-21 MCG,HFA AER AD, $18.97 
061344,FLUTICASONE PROPION/SALMETEROL,115-21MCG,HFA AER AD, $23.57 
061345,FLUTICASONE PROPION/SALMETEROL,230-21MCG,HFA AER AD, $30.26 
061353,ZINC SULFATE,50(220)MG,CAPSULE, $0.04 
061367,"MULTIVIT, IRON, MIN #3, FA",18MG-0.4MG,TABLET, $0.08 
061375,NORETH-ETHINYL ESTRADIOL/IRON,0.4-35(21),TAB CHEW, $1.25 
061388,PIOGLITAZONE HCL/GLIMEPIRIDE,30 MG-4 MG,TABLET, $9.37 
061389,PIOGLITAZONE HCL/GLIMEPIRIDE,30 MG-2 MG,TABLET, $11.31 
061404,DM/PE/ACETAMINOPHEN/CHLORPHENR,5-2.5-160,ORAL SUSP, $0.07 
061415,NEOMYCIN/BACITRACIN/POLYMYXINB,3.5-400-5K,OINT PACK, $0.05 
061425,SODIUM HYPOCHLORITE,0.125 %,SOLUTION, $0.04 
061443,METHYLPHENIDATE HCL,10 MG,CSBP 40-60, $9.59 
061444,METHYLPHENIDATE HCL,15 MG,CSBP 40-60, $5.40 
061445,METHYLPHENIDATE HCL,20 MG,CSBP 40-60, $9.59 
061446,METHYLPHENIDATE HCL,30 MG,CSBP 40-60, $5.40 
061447,METHYLPHENIDATE HCL,40 MG,CSBP 40-60, $9.59 
061448,METHYLPHENIDATE HCL,50 MG,CSBP 40-60, $9.59 
061449,METHYLPHENIDATE HCL,60 MG,CSBP 40-60, $9.59 
061454,"MULTIVIT,IRON FUM,MIN 4/FOLIC",20 MG-1 MG,TAB CHEW, $0.08 
061457,PEG3350/SOD SUL/NACL/KCL/ASB/C,7.5-2.691G,POWD PACK, $65.46 
061462,PHENYLEPHRINE/DM/ACETAMINOP/GG,5-10-325MG,TABLET, $0.32 
061483,DOXORUBICIN HCL,10 MG/5 ML,VIAL, $1.53 
061484,DOXORUBICIN HCL,50 MG/25ML,VIAL, $0.70 
061490,EPIRUBICIN HCL,50 MG/25ML,VIAL, $2.93 
061492,FENTANYL CITRATE,100 MCG,TABLET EFF, $48.37 
061493,FENTANYL CITRATE,200 MCG,TABLET EFF, $61.11 
061494,EPIRUBICIN HCL,200MG/0.1L,VIAL, $2.93 
061495,FENTANYL CITRATE,400 MCG,TABLET EFF, $88.67 
061496,FENTANYL CITRATE,600 MCG,TABLET EFF, $115.12 
061497,FENTANYL CITRATE,800 MCG,TABLET EFF, $141.82 
061539,VINORELBINE TARTRATE,50 MG/5 ML,VIAL, $11.88 
061571,GUAIFENESIN/PHENYLEPHRINE HCL,400MG-10MG,TABLET, $0.06 
061579,ARFORMOTEROL TARTRATE,15MCG/2ML,VIAL-NEB, $1.41 
061644,ATAZANAVIR SULFATE,300 MG,CAPSULE, $7.90 
061669,FLUOROURACIL,500MG/10ML,VIAL, $0.35 
061670,FLUOROURACIL,1 G/20 ML,VIAL, $0.40 
061671,FLUOROURACIL,2.5 G/50ML,VIAL, $0.30 
061672,FLUOROURACIL,5 G/100 ML,VIAL, $0.24 
061686,MICAFUNGIN SODIUM,100 MG,VIAL, $34.65 
061716,ONDANSETRON HCL/PF,4 MG/2 ML,VIAL, $0.31 
061717,FERROUS GLUCONATE,324(38)MG,TABLET, $0.06 
061738,MELATONIN,10 MG,CAPSULE, $0.23 
061740,MELATONIN,1 MG/ML,LIQUID, $0.14 
061747,LIDOCAINE HCL/BENZALKONIUM CHL,2.5%-0.13%,SPRAY, $4.48 
061763,MULTIVIT-MINERALS/FA/LYCOPENE,0.4 MG-600,CAPSULE, $0.08 
061775,CLINDAMYCIN/TRETINOIN,1.2-0.025%,GEL (GRAM), $7.43 
061801,METHYL SALICYLATE/MENTHOL,15%-10%,CREAM (G), $0.01 
061802,CALAMINE/ZINC OXIDE,8 %-8 %,LOTION, $0.01 
061804,"MULTIVIT,IRON,MIN 5/FOLIC ACID",10 MG-1 MG,TABLET, $0.08 
061807,MAGNESIUM HYDROXIDE,2400 MG/10,ORAL SUSP, $0.23 
061811,CARVEDILOL PHOSPHATE,10 MG,CPMP 24HR, $6.29 
061812,CARVEDILOL PHOSPHATE,20 MG,CPMP 24HR, $6.11 
061813,CARVEDILOL PHOSPHATE,40 MG,CPMP 24HR, $6.11 
061814,CARVEDILOL PHOSPHATE,80 MG,CPMP 24HR, $6.29 
061845,VINCRISTINE SULFATE,2 MG/2 ML,VIAL, $6.89 
061865,CLOBETASOL PROPIONATE/EMOLL,0.05 %,FOAM, $2.20 
061877,DORZOLAMIDE/TIMOLOL/PF,2 %-0.5 %,DROPERETTE, $1.88 
061935,FERROUS SULFATE,15 MG/ML,DROPS, $0.11 
061985,PALIPERIDONE,3 MG,TAB ER 24, $1.65 
061986,PALIPERIDONE,6 MG,TAB ER 24, $1.74 
061987,PALIPERIDONE,9 MG,TAB ER 24, $3.97 
061990,MULTIVIT-MIN/FOLIC ACID/CO-Q10,0.2MG-10MG,CAPSULE, $0.08 
061991,PEDI MULTIVIT 40/PHYTONADIONE,400 MCG/ML,DROPS, $0.35 
061995,FEXOFENADINE HCL,30 MG/5 ML,ORAL SUSP, $0.09 
062001,CELECOXIB,50 MG,CAPSULE, $0.13 
062002,"MVIT,CALCIUM,IRON,MINS/A.ACIDS",9MG-400MCG,CAPSULE, $0.08 
062003,"MVIT,CALCIUM,IRON,MINS/A.ACIDS",4.5 MG-200,CAPSULE, $0.08 
062006,EPINEPHRINE HCL/PF,1 MG/ML(1),AMPUL, $15.71 
062033,VITAMIN B COMP AND VIT C NO.6,500-0.5 MG,TABLET, $0.08 
062041,CYTARABINE/PF,100 MG/5ML,VIAL, $0.76 
062043,PRAMOXINE HCL,1 %,FOAM, $4.28 
062047,MULTIVIT-MIN/FA/LUTEIN/ZEAXANT,1.66-0.83,TABLET DR, $0.08 
062053,DEXAMETHASONE SODIUM PHOSP/PF,10 MG/ML,VIAL, $1.97 
062058,MESALAMINE,1.2 G,TABLET DR, $1.96 
062065,OLOPATADINE HCL,0.2 %,DROPS, $3.70 
062168,LEVOCETIRIZINE DIHYDROCHLORIDE,2.5 MG/5ML,SOLUTION, $0.28 
062173,IRINOTECAN HCL,40 MG/2 ML,VIAL, $4.49 
062174,IRINOTECAN HCL,100 MG/5ML,VIAL, $5.02 
062176,DICLOFENAC EPOLAMINE,1.3 %,PATCH TD12, $7.10 
062177,CYCLOBENZAPRINE HCL,15 MG,CAP ER 24H, $2.96 
062178,CYCLOBENZAPRINE HCL,30 MG,CAP ER 24H, $3.62 
062180,AMLODIPINE BESYLATE/VALSARTAN,5 MG-160MG,TABLET, $0.70 
062181,AMLODIPINE BESYLATE/VALSARTAN,10MG-160MG,TABLET, $0.81 
062183,ONDANSETRON HCL/PF,4 MG/2 ML,SYRINGE, $1.15 
062197,CYCLOSPORINE,250 MG/5ML,AMPUL, $5.96 
062245,ESOMEPRAZOLE MAGNESIUM,20 MG,SUSPDR PKT, $6.19 
062246,ESOMEPRAZOLE MAGNESIUM,40 MG,SUSPDR PKT, $6.19 
062283,LISDEXAMFETAMINE DIMESYLATE,30 MG,CAPSULE, $4.10 
062288,ALISKIREN HEMIFUMARATE,300 MG,TABLET, $8.24 
062289,ALISKIREN HEMIFUMARATE,150 MG,TABLET, $6.91 
062332,DEXTROMETHORPHAN/PHENYLEPHRINE,5-2.5 MG/5,LIQUID, $0.05 
062335,MV-MN/FOLIC/ALIP ACID/UBI/LUT,400-60-5,TABLET, $0.08 
