gsn,drugname,strength,dosetype, cost 
053694,AMLODIPINE/ATORVASTATIN,10 MG-20MG,TABLET, $3.21 
053695,AMLODIPINE/ATORVASTATIN,10 MG-40MG,TABLET, $4.23 
053696,AMLODIPINE/ATORVASTATIN,10 MG-80MG,TABLET, $4.23 
053708,ALOSETRON HCL,0.5 MG,TABLET, $6.22 
053749,CLOBETASOL PROPIONATE,0.05 %,SHAMPOO, $0.40 
053762,CINACALCET HCL,30 MG,TABLET, $0.37 
053763,CINACALCET HCL,60 MG,TABLET, $0.68 
053764,CINACALCET HCL,90 MG,TABLET, $1.03 
053774,VORICONAZOLE,200 MG/5ML,SUSP RECON, $8.53 
053866,ARGININE/VIT B12/FOLIC ACID/B6,500-2-50,TABLET, $0.08 
053882,MESALAMINE,800 MG,TABLET DR, $10.81 
053974,METHYLPHENIDATE HCL,10 MG,CPBP 50-50, $7.56 
053975,ARSENIC TRIOXIDE,10 MG/10ML,VIAL, $9.54 
053976,OCTREOTIDE ACETATE,50 MCG/ML,VIAL, $5.03 
053977,OCTREOTIDE ACETATE,500 MCG/ML,VIAL, $16.07 
053979,BALANCED SALT IRRIG SOLN NO.2,,IRRIG SOLN, $0.09 
053980,CETIRIZINE HCL,5 MG,TAB CHEW, $2.18 
053981,CETIRIZINE HCL,10 MG,TAB CHEW, $1.18 
053995,CLOZAPINE,100 MG,TAB RAPDIS, $5.19 
054007,TERBUTALINE SULFATE,1 MG/ML,VIAL, $2.29 
054009,MIRTAZAPINE,7.5 MG,TABLET, $1.82 
054018,METFORMIN HCL,1000 MG,TAB ER 24, $2.75 
054019,METFORMIN HCL,500 MG,TAB ER 24, $0.99 
054261,HYDROXYCHLOROQUINE SULFATE,100 MG,TABLET, $0.23 
054334,OMEPRAZOLE,20 MG,TABLET DR, $0.48 
054655,CYANOCOBALAMIN/FOLIC AC/VIT B6,2-2.5-25MG,TABLET, $0.19 
054660,AZACITIDINE,100 MG,VIAL, $34.48 
054677,METHYLPHENIDATE HCL,5 MG,TAB CHEW, $3.04 
054678,METHYLPHENIDATE HCL,10 MG,TAB CHEW, $4.05 
054679,METHYLPHENIDATE HCL,5 MG/5 ML,SOLUTION, $0.22 
054680,METHYLPHENIDATE HCL,10 MG/5 ML,SOLUTION, $0.34 
054713,CYANOCOBALAMIN/FOLIC ACID,0.5 MG-1MG,TABLET, $0.19 
057440,SILVER,,GEL ER(ML), $0.36 
057688,SODIUM CHLORIDE/ALOE VERA,,SPRAY, $0.29 
057690,TELMISARTAN/HYDROCHLOROTHIAZID,80 MG-25MG,TABLET, $1.13 
057691,TINIDAZOLE,250 MG,TABLET, $2.96 
057695,FOLIC AC/MULTIVIT-MIN/MINERALS,2 MG,TABLET ER, $0.08 
057754,"SYRINGE,SAFETY WITH NEEDLE,3ML","25GX1""",DISP SYRIN, $0.20 
057755,"SYRINGE,SAFETY WITH NEEDLE,3ML","21 G X 1""",DISP SYRIN, $0.20 
057761,CHARCOAL/SORBITOL SOLUTION,25 G/120ML,ORAL SUSP, $0.09 
057762,CHARCOAL/SORBITOL SOLUTION,50G/240ML,ORAL SUSP, $0.07 
057764,ACTIVATED CHARCOAL,25 G/120ML,ORAL SUSP, $0.09 
057765,ACTIVATED CHARCOAL,50G/240ML,ORAL SUSP, $0.07 
057794,"FOLIC ACID/MULTIVIT,IRON,MINER",0.4MG-18MG,TABLET, $0.08 
057799,PREGABALIN,25 MG,CAPSULE, $0.06 
057800,PREGABALIN,50 MG,CAPSULE, $0.06 
057801,PREGABALIN,75 MG,CAPSULE, $0.08 
057802,PREGABALIN,100 MG,CAPSULE, $0.08 
057803,PREGABALIN,150 MG,CAPSULE, $0.09 
057804,PREGABALIN,200 MG,CAPSULE, $0.10 
057805,PREGABALIN,300 MG,CAPSULE, $0.11 
057854,DOXERCALCIFEROL,0.5 MCG,CAPSULE, $7.24 
057859,EZETIMIBE/SIMVASTATIN,10 MG-10MG,TABLET, $1.03 
057863,EZETIMIBE/SIMVASTATIN,10 MG-20MG,TABLET, $0.55 
057864,EZETIMIBE/SIMVASTATIN,10 MG-80MG,TABLET, $0.57 
057865,EZETIMIBE/SIMVASTATIN,10 MG-40MG,TABLET, $0.70 
057874,TESTOSTERONE,12.5/1.25G,GEL MD PMP, $1.87 
057879,LEVALBUTEROL HCL,1.25MG/0.5,VIAL-NEB, $6.03 
057883,EMTRICITABINE/TENOFOVIR (TDF),200-300 MG,TABLET, $0.66 
057891,DULOXETINE HCL,20 MG,CAPSULE DR, $0.13 
057892,DULOXETINE HCL,30 MG,CAPSULE DR, $0.17 
057893,DULOXETINE HCL,60 MG,CAPSULE DR, $0.12 
057896,ABACAVIR SULFATE/LAMIVUDINE,600-300 MG,TABLET, $2.11 
057959,CHLORHEXIDINE GLUCONATE,0.12 %,MOUTHWASH, $0.01 
057982,SOLIFENACIN SUCCINATE,5 MG,TABLET, $0.13 
057983,SOLIFENACIN SUCCINATE,10 MG,TABLET, $0.16 
057987,CARBIDOPA/LEVODOPA,10MG-100MG,TAB RAPDIS, $0.82 
057988,CARBIDOPA/LEVODOPA,25MG-100MG,TAB RAPDIS, $0.92 
057989,CARBIDOPA/LEVODOPA,25MG-250MG,TAB RAPDIS, $1.17 
058005,CEFDINIR,250 MG/5ML,SUSP RECON, $0.23 
058018,CALCIUM CARBONATE/VITAMIN D3,600 MG-10,TABLET, $0.03 
058057,CAPSAICIN,0.1 %,CREAM (G), $0.15 
058069,MULTIVITAMIN/FOLIC ACID/ZINC,0.2MG-10MG,TAB CHEW, $0.08 
058091,MESALAMINE,500 MG,CAPSULE ER, $5.74 
058106,FLUDARABINE PHOSPHATE,50 MG/2 ML,VIAL, $56.29 
058109,AMINOCAPROIC ACID,1000 MG,TABLET, $15.06 
058134,"MULTIVIT WITH CALCIUM,IRON,MIN",18MG-0.4MG,TABLET, $0.08 
058187,"MV INFUS,ADULT 2 WITHOUT VIT K",200-600/10,VIAL, $0.08 
058193,LEVONORGESTREL,1.5 MG,TABLET, $9.73 
058198,"MULTIVIT INFUSION,PEDI 1,VIT K",400-200/5,VIAL, $2.71 
058202,"MULTIVIT INFUSN,ADULT 1,VIT K",200-150/10,VIAL, $0.08 
058238,GALANTAMINE HBR,8 MG,CAP24H PEL, $1.55 
058239,GALANTAMINE HBR,16 MG,CAP24H PEL, $1.82 
058240,GALANTAMINE HBR,24 MG,CAP24H PEL, $1.99 
058276,A LIPOIC ACID/FOLIC/MV-MN/LUT,50-0.8-250,COMBO. PKG, $0.08 
058285,FOLIC ACID/MULTIVIT-MIN/LUTEIN,0.4MG-250,COMBO. PKG, $0.08 
058289,FOLIC ACID/MULTIVIT-MIN/LUTEIN,0.8MG-250,COMBO. PKG, $0.08 
058308,KETOROLAC TROMETHAMINE,30 MG/ML,SYRINGE, $5.19 
058353,FONDAPARINUX SODIUM,10MG/0.8ML,SYRINGE, $35.99 
058354,FONDAPARINUX SODIUM,5MG/0.4ML,SYRINGE, $87.19 
058355,FONDAPARINUX SODIUM,7.5MG/0.6,SYRINGE, $47.47 
058374,ERLOTINIB HCL,150 MG,TABLET, $4.32 
058375,ERLOTINIB HCL,100 MG,TABLET, $3.74 
058376,ERLOTINIB HCL,25 MG,TABLET, $9.67 
058386,GUAIFENESIN/DEXTROMETHORPHAN,400MG-20MG,TABLET, $0.05 
058390,LANTHANUM CARBONATE,500 MG,TAB CHEW, $7.20 
058392,ANTI-INHIBITOR COAGULANT COMP.,651-1200,VIAL, $2.03 
058393,ANTI-INHIBITOR COAGULANT COMP.,400-650,VIAL, $2.02 
058399,SELENIUM SULFIDE,2.25 %,SHAMPOO, $0.33 
058418,CLINDAMYCIN PHOSPHATE,1 %,FOAM, $5.41 
058432,AMLODIPINE/ATORVASTATIN,2.5MG-10MG,TABLET, $4.52 
058433,AMLODIPINE/ATORVASTATIN,2.5MG-20MG,TABLET, $5.95 
058434,AMLODIPINE/ATORVASTATIN,2.5MG-40MG,TABLET, $5.95 
058479,"FENOFIBRATE,MICRONIZED",43 MG,CAPSULE, $0.76 
058480,"FENOFIBRATE,MICRONIZED",130 MG,CAPSULE, $1.15 
058482,ESZOPICLONE,3 MG,TABLET, $0.17 
058483,ESZOPICLONE,2 MG,TABLET, $0.17 
058484,ESZOPICLONE,1 MG,TABLET, $0.21 
058486,OMEGA-3 ACID ETHYL ESTERS,1 G,CAPSULE, $0.25 
058487,CARBAMAZEPINE,200 MG,CPMP 12HR, $1.43 
058488,CARBAMAZEPINE,300 MG,CPMP 12HR, $1.45 
058489,CARBAMAZEPINE,100 MG,CPMP 12HR, $1.43 
058496,PHENYLEPHRINE HCL,10 MG,TABLET, $0.07 
058516,LAMOTRIGINE,25MG (35),TAB DS PK, $16.71 
058517,LAMOTRIGINE,25(84)-100,TAB DS PK, $17.05 
058570,TEMAZEPAM,22.5 MG,CAPSULE, $5.56 
058571,CLOFARABINE,20 MG/20ML,VIAL, $31.30 
058576,DARIFENACIN HYDROBROMIDE,7.5 MG,TAB ER 24H, $2.25 
058577,DARIFENACIN HYDROBROMIDE,15 MG,TAB ER 24H, $2.92 
058590,"NEEDLES, SAFETY","25GX5/8""",DIS NEEDLE, $0.14 
058594,ARIPIPRAZOLE,1 MG/ML,SOLUTION, $1.42 
058653,"MULTIVIT,IRON,MIN/GREEN TEA XT",18-0.4-32,TABLET, $0.08 
058664,HALOPERIDOL LACTATE,5 MG/ML,SYRINGE, $9.30 
058670,SENNA LEAF EXTRACT,176MG/5ML,SYRUP, $0.06 
058687,CALCIUM/MAGNESIUM/ZINC,333-133-5,TABLET, $0.07 
058728,LUTEIN,20 MG,CAPSULE, $0.09 
058778,UBIDEC/MVI THER-MIN/LUT/P.GIN,32-0.4-250,COMBO. PKG, $0.08 
058794,FLUOCINONIDE,0.1 %,CREAM (G), $0.51 
058797,ALA/UBI/MV-MN/HERB COMPLEX 107,50-32-0.4,COMBO. PKG, $0.08 
058801,MULTIVIT-MIN/FA/LYCOPEN/LUTEIN,.4-300-250,TABLET, $0.08 
058808,SODIUM BENZOATE/SOD PHENYLACET,10 %-10 %,VIAL, $96.58 
058847,ALPRAZOLAM,0.25 MG,TAB RAPDIS, $1.46 
058848,ALPRAZOLAM,0.5 MG,TAB RAPDIS, $1.82 
058849,ALPRAZOLAM,1 MG,TAB RAPDIS, $2.62 
058850,ALPRAZOLAM,2 MG,TAB RAPDIS, $4.07 
058870,GUAIFEN/DEXTROMETHORPHAN/PE,75-5-2.5/5,LIQUID, $0.01 
058872,MICAFUNGIN SODIUM,50 MG,VIAL, $25.06 
058881,TRIACETIN,100 %,LIQUID, $0.16 
058904,TIZANIDINE HCL,2 MG,CAPSULE, $0.31 
058905,TIZANIDINE HCL,4 MG,CAPSULE, $0.39 
058906,TIZANIDINE HCL,6 MG,CAPSULE, $0.54 
058912,"NEEDLES, SAFETY","23GX1""",DIS NEEDLE, $0.17 
058915,IBANDRONATE SODIUM,150 MG,TABLET, $6.41 
058916,BROMFENAC SODIUM,0.09 %,DROPS, $66.82 
058934,ENTECAVIR,0.5 MG,TABLET, $0.91 
058935,ENTECAVIR,1 MG,TABLET, $1.28 
058950,FLUOCINOLONE/SHOWER CAP,0.01 %,OIL, $0.29 
058952,INSULIN NPH HUM/REG INSULIN HM,70-30/ML,INSULN PEN, $30.60 
058979,CHOLECALCIFEROL (VITAMIN D3),250 MCG,CAPSULE, $0.15 
059014,COMPOUND VEH.SUSP SUGAR-FREE 1,,ORAL SUSP, $0.07 
059039,DONEPEZIL HCL,5 MG,TAB RAPDIS, $4.95 
059040,DONEPEZIL HCL,10 MG,TAB RAPDIS, $1.93 
059045,"SYRINGE,SAFETY WITH NEEDLE,5ML","20GX1 1/2""",DISP SYRIN, $0.20 
059046,"SYRINGE,SAFETY WITH NEEDLE,5ML","20GX1""",DISP SYRIN, $0.20 
059047,"SYRINGE,SAFETY NEEDLE,10 ML","20GX1""",DISP SYRIN, $0.20 
059049,"NEEDLES, SAFETY","27GX1/2""",DIS NEEDLE, $0.17 
059050,"NEEDLES, SAFETY","26GX1/2""",DIS NEEDLE, $0.10 
059051,"NEEDLES, SAFETY","25GX1""",DIS NEEDLE, $0.17 
059052,"NEEDLES, SAFETY","25GX1 1/2""",DIS NEEDLE, $0.17 
059053,"NEEDLES, SAFETY","18GX1""",DIS NEEDLE, $0.71 
059054,"NEEDLES, SAFETY","18GX1 1/2""",DIS NEEDLE, $0.43 
059055,"NEEDLES, SAFETY","19GX1""",DIS NEEDLE, $0.10 
059056,"NEEDLES, SAFETY","19GX1 1/2""",DIS NEEDLE, $0.10 
059057,"NEEDLES, SAFETY","20GX1""",DIS NEEDLE, $0.71 
059058,"NEEDLES, SAFETY","20GX1 1/2""",DIS NEEDLE, $0.71 
059060,"SYRINGE,SAFETY NEEDLE,10 ML","20GX1 1/2""",DISP SYRIN, $0.20 
059074,TIMOLOL MALEATE,0.5 %,DROP DAILY, $25.71 
059087,"SYRINGE,SAFETY WITH NEEDLE,3ML","20GX1""",DISP SYRIN, $0.20 
059088,"SYRINGE,SAFETY WITH NEEDLE,3ML","20GX1 1/2""",DISP SYRIN, $0.24 
059089,"SYRINGE,SAFETY WITH NEEDLE,1ML","26GX3/8""",DISP SYRIN, $0.20 
059090,"NEEDLES, SAFETY","21 G X 1""",DIS NEEDLE, $0.15 
059091,"NEEDLES, SAFETY","21GX1 1/2""",DIS NEEDLE, $0.71 
059092,"NEEDLES, SAFETY","22GX1""",DIS NEEDLE, $0.71 
059093,"NEEDLES, SAFETY","22GX1 1/2""",DIS NEEDLE, $0.28 
059094,"NEEDLES, SAFETY","23GX1 1/2""",DIS NEEDLE, $0.17 
059102,FENTANYL,12 MCG/HR,PATCH TD72, $11.11 
059121,RASAGILINE MESYLATE,1 MG,TABLET, $2.15 
059137,BENZOYL PEROXIDE,10 %,CLEANSER, $0.03 
059162,OXALIPLATIN,50 MG/10ML,VIAL, $1.41 
059163,OXALIPLATIN,100MG/20ML,VIAL, $1.14 
059177,FLUTICASONE PROPIONATE,0.05 %,LOTION, $4.04 
059178,CALCIUM CARBONATE/VITAMIN D3,500MG-5MCG,TABLET, $0.02 
059181,PARICALCITOL,1 MCG,CAPSULE, $2.53 
059182,PARICALCITOL,2 MCG,CAPSULE, $4.50 
059183,PARICALCITOL,4 MCG,CAPSULE, $23.29 
059184,"FOLIC ACID/MULTIVIT,IRON,MINER",.4-18-3500,TAB CHEW, $0.08 
059190,DEXMETHYLPHENIDATE HCL,5 MG,CPBP 50-50, $2.97 
059191,DEXMETHYLPHENIDATE HCL,10 MG,CPBP 50-50, $3.10 
059192,DEXMETHYLPHENIDATE HCL,20 MG,CPBP 50-50, $3.72 
059205,BUPRENORPHINE HCL,0.3 MG/ML,VIAL, $15.13 
059211,SILDENAFIL CITRATE,20 MG,TABLET, $0.16 
059247,EVEROLIMUS,0.25 MG,TABLET, $5.28 
059248,EVEROLIMUS,0.5 MG,TABLET, $8.21 
059249,EVEROLIMUS,0.75 MG,TABLET, $12.75 
059252,FOLIC/MVI THER-MIN/LYCOP/LUT,1.25-2.5MG,TABLET, $0.08 
059270,TIGECYCLINE,50 MG,VIAL, $38.15 
059307,SODIUM CHLORIDE/SODIUM BICARB,,PACKET, $0.09 
059312,"B2/VITS A,C,E/LUT/ZEAXANTH/MIN",3300-200,TABLET ER, $0.08 
059324,ISOSORBIDE DINIT/HYDRALAZINE,20-37.5MG,TABLET, $2.69 
059325,METRONIDAZOLE,1 %,GEL (GRAM), $2.88 
059343,MEGESTROL ACETATE,625MG/5ML,ORAL SUSP, $1.95 
059351,"VITAMIN E (DL,TOCOPHERYL ACET)",45 MG,CAPSULE, $0.03 
059352,AMMONIA,15 % (W/V),AMPUL, $0.18 
059360,PNV CMB 52/IRON/FA/OMEGA-3/DHA,29-1-200MG,COMBO. PKG, $0.03 
059401,PREGABALIN,225 MG,CAPSULE, $0.10 
059402,RISPERIDONE,3 MG,TAB RAPDIS, $4.25 
059403,RISPERIDONE,4 MG,TAB RAPDIS, $4.47 
059404,ZOLEDRONIC ACID/MANNITOL-WATER,5 MG/100ML,PGGYBK BTL, $1.45 
059430,LOPERAMIDE HCL,1MG/7.5ML,LIQUID, $0.05 
059454,D-METHORPHAN/PE/ACETAMINOPHEN,10-5-325MG,CAPSULE, $0.26 
059455,DM/ACETAMINOPHEN/DOXYLAMINE,15MG-325MG,CAPSULE, $0.27 
059509,RAMELTEON,8 MG,TABLET, $1.34 
059562,"E AC SUCC/FOLIC/BCOMP,C/ZN/SEL",35 U-5.5MG,TABLET, $0.08 
059573,DOXYCYCLINE HYCLATE,75 MG,TABLET DR, $3.27 
059574,DOXYCYCLINE HYCLATE,100 MG,TABLET DR, $7.42 
059577,FOLIC ACID/MULTIVIT-MIN/LUTEIN,0.4MG-250,TABLET, $0.08 
059584,"FLUCONAZOLE IN NACL,ISO-OSM",200MG/0.1L,PGGYBK BTL, $0.22 
059589,BUPRENORPHINE,5 MCG/HR,PATCH TDWK, $44.96 
059590,BUPRENORPHINE,10 MCG/HR,PATCH TDWK, $78.20 
059591,BUPRENORPHINE,20 MCG/HR,PATCH TDWK, $87.68 
059638,OMEG3/CALCIUM/D3/FOLIC/MVIT 13,400 MG-200,COMBO. PKG, $0.08 
059640,CALCIUM/FOLIC AC/MULTIVIT-MIN,200-0.4MG,TAB CHEW, $0.08 
059663,MULTIVIT-MIN/FA/LYCOPEN/LUTEIN,0.4-2-250,TABLET, $0.08 
059685,PIOGLITAZONE HCL/METFORMIN HCL,15MG-500MG,TABLET, $0.71 
059686,PIOGLITAZONE HCL/METFORMIN HCL,15MG-850MG,TABLET, $0.60 
059693,PRAMOXINE HCL,1 %,TOWELETTE, $0.52 
059696,ZOLPIDEM TARTRATE,6.25 MG,TAB MPHASE, $0.89 
059697,ZOLPIDEM TARTRATE,12.5 MG,TAB MPHASE, $0.39 
059707,PHENYLEPHRINE HCL/ACETAMINOPHN,5 MG-325MG,TABLET, $0.08 
059718,BACITRACIN/POLYMYXIN B SULFATE,500-10K/G,OINT. (G), $6.16 
059739,CLINDAMYCIN PHOSPHATE,900MG/6ML,VIAL PORT, $1.21 
059747,CEFTAZIDIME,1 G,VIAL PORT, $6.91 
059748,CEFTAZIDIME,2 G,VIAL PORT, $12.67 
059781,DIAZEPAM,5-7.5-10MG,KIT, $234.62 
059782,DIAZEPAM,12.5-15-20,KIT, $234.62 
059784,"FOLIC ACID/MV,IRON,MIN/LUTEIN",0.4-18-250,TABLET, $0.08 
059836,CALCIUM CARBONATE/VITAMIN D3,500 MG-10,TAB CHEW, $0.07 
059845,DOXYCYCLINE MONOHYDRATE,150 MG,TABLET, $5.06 
059919,LOSARTAN/HYDROCHLOROTHIAZIDE,100-12.5MG,TABLET, $0.06 
059950,CLINDAMYCIN PHOSPHATE,300 MG/2ML,VIAL PORT, $2.51 
059951,CLINDAMYCIN PHOSPHATE,600 MG/4ML,VIAL PORT, $1.47 
059964,CYANOCOBALAMIN/FOLIC AC/VIT B6,1-2.2-25MG,TABLET, $0.61 
059967,CLOBETASOL PROPIONATE,0.05 %,SPRAY, $0.44 
059972,LOPINAVIR/RITONAVIR,200MG-50MG,TABLET, $7.30 
059981,NELARABINE,250MG/50ML,VIAL, $6.46 
060005,"MULTIVIT, IRON, MIN NO. 8, FA",9MG-0.4MG,TABLET, $0.08 
060036,DOCOSAHEXAENOIC ACID,200 MG,CAPSULE, $0.17 
060046,DEFERASIROX,125 MG,TAB DISPER, $9.07 
060047,DEFERASIROX,250 MG,TAB DISPER, $9.25 
060048,DEFERASIROX,500 MG,TAB DISPER, $7.33 
060055,FLUOCINOLONE ACETONIDE OIL,0.01 %,DROPS, $1.87 
060060,OMEGA-3 FATTY ACIDS/FISH OIL,300-1000MG,CAPSULE, $0.07 
060096,LANTHANUM CARBONATE,1000 MG,TAB CHEW, $7.18 
060097,LANTHANUM CARBONATE,750 MG,TAB CHEW, $7.52 
060168,"FA/MV,CA,IRON,MIN/LYCOPENE/LUT",0.4-162-18,TABLET, $0.08 
060230,LENALIDOMIDE,5 MG,CAPSULE, $896.76 
060231,LENALIDOMIDE,10 MG,CAPSULE, $896.76 
060240,ANTI-INHIBITOR COAGULANT COMP.,1750-3250,VIAL, $1.83 
060257,IBANDRONATE SODIUM,3 MG/3 ML,SYRINGE, $36.90 
060274,TRAMADOL HCL,100 MG,TAB ER 24H, $1.62 
060292,QUETIAPINE FUMARATE,50 MG,TABLET, $0.06 
060293,QUETIAPINE FUMARATE,400 MG,TABLET, $0.24 
060298,CHOLECALCIFEROL (VITAMIN D3),10(400)/ML,DROPS, $0.09 
060301,"HEPARIN SODIUM,PORCINE/D5W",25000/250,IV SOLN, $0.06 
060302,"HEPARIN SODIUM,PORCINE/D5W",20K/500ML,IV SOLN, $0.04 
060303,"HEPARIN SODIUM,PORCINE/D5W",25000/500,IV SOLN, $0.02 
060309,"HEPARIN SODIUM,PORCINE/PF",1000/ML,VIAL, $3.83 
060319,ARIPIPRAZOLE,10 MG,TAB RAPDIS, $13.34 
060323,ANTIHEMOPHILIC FACTOR/VWF,250-600,VIAL, $1.18 
060324,ANTIHEMOPHILIC FACTOR/VWF,1000-2400,VIAL, $1.18 
060325,ANTIHEMOPHILIC FACTOR/VWF,500-1200,VIAL, $1.18 
060326,SUNITINIB MALATE,12.5 MG,CAPSULE, $46.15 
060328,SUNITINIB MALATE,50 MG,CAPSULE, $248.79 
060333,RANOLAZINE,500 MG,TAB ER 12H, $0.42 
060338,HYDROCODONE/ACETAMINOPHEN,5 MG-300MG,TABLET, $0.21 
060341,LUBIPROSTONE,24MCG,CAPSULE, $2.31 
060365,POSACONAZOLE,200 MG/5ML,ORAL SUSP, $9.38 
060386,CAMPHOR/PHENOL,10.8-4.7%,SOLUTION, $0.10 
060390,ATOMOXETINE HCL,80 MG,CAPSULE, $0.94 
060391,ATOMOXETINE HCL,100 MG,CAPSULE, $0.94 
060400,GLYCERIN,99.5 %,SOLUTION, $0.07 
060440,"HEPARIN SOD,PORK IN 0.45% NACL",25000/250,IV SOLN, $0.07 
060441,"HEPARIN SOD,PORK IN 0.45% NACL",25000/500,IV SOLN, $0.02 
060469,NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(24),TABLET, $1.36 
060471,OMEPRAZOLE/SODIUM BICARBONATE,20MG-1.1G,CAPSULE, $1.40 
060472,OMEPRAZOLE/SODIUM BICARBONATE,40MG-1.1G,CAPSULE, $1.22 
060473,OMEPRAZOLE/SODIUM BICARBONATE,20-1680MG,PACKET, $112.98 
060474,OMEPRAZOLE/SODIUM BICARBONATE,40-1680MG,PACKET, $107.33 
060475,DEXTROSE 5 % IN WATER,,PGY VL PRT, $0.05 
060477,DAPTOMYCIN,350 MG,VIAL, $15.23 
060480,GUAIFENESIN/DM/PSEUDOEPHEDRINE,200-15-30,SOLUTION, $0.02 
060491,SODIUM CHLORIDE,1000 MG,TABLET SOL, $0.08 
060499,SUMATRIPTAN SUCCINATE,4 MG/0.5ML,PEN INJCTR, $110.25 
060500,SUMATRIPTAN SUCCINATE,4 MG/0.5ML,CARTRIDGE, $104.23 
060533,HYDROCODONE/ACETAMINOPHEN,7.5-300 MG,TABLET, $0.23 
060535,LEVOMEFOLATE CALCIUM,7.5 MG,TABLET, $2.20 
060545,METHYLPHENIDATE HCL,40 MG,CPBP 30-70, $2.44 
060546,METHYLPHENIDATE HCL,50 MG,CPBP 30-70, $2.22 
060547,METHYLPHENIDATE HCL,60 MG,CPBP 30-70, $2.22 
060548,ETHINYL ESTRADIOL/DROSPIRENONE,0.02-3(28),TABLET, $0.19 
060553,PHENYLEPHRINE/DM/ACETAMINOP/GG,5-325-200,TABLET, $0.31 
060554,GUAIFEN/PHENYLEPH/ACETAMINOPHN,200-5-325,TABLET, $0.40 
060598,"ANTIHEMOPHILIC FACTOR, HUMAN",220-400,VIAL, $1.06 
060599,"ANTIHEMOPHILIC FACTOR, HUMAN",401-800,VIAL, $1.06 
060615,METHYLPHENIDATE,10MG/9HR,PATCH TD24, $16.21 
060616,METHYLPHENIDATE,15MG/9HR,PATCH TD24, $12.84 
060617,METHYLPHENIDATE,20 MG/9 HR,PATCH TD24, $12.84 
060618,METHYLPHENIDATE,30MG/9HR,PATCH TD24, $12.84 
060622,BROMPHENIRAM/PHENYLEPHRINE/DM,1-2.5-5/5,SOLUTION, $0.04 
060628,"ANTIHEMOPHILIC FACTOR, HUM REC",2000 (+/-),VIAL, $1.24 
060670,LIDOCAINE HCL/PF,15 MG/ML,AMPUL, $0.87 
060671,LIDOCAINE HCL/PF,10 MG/ML,AMPUL, $0.44 
060673,LIDOCAINE HCL/PF,20 MG/ML,AMPUL, $0.90 
060674,LIDOCAINE HCL/PF,20 MG/ML,VIAL, $0.30 
060675,LIDOCAINE HCL/PF,10 MG/ML,VIAL, $0.11 
060677,LIDOCAINE HCL/PF,5 MG/ML,VIAL, $0.37 
060679,LIDOCAINE HCL/PF,100 MG/5ML,SYRINGE, $1.30 
060684,LIDOCAINE HCL/DEXTROSE 5 %/PF,4 MG/ML,IV SOLN, $0.02 
060685,LIDOCAINE HCL/DEXTROSE 5 %/PF,8 MG/ML,IV SOLN, $0.05 
060722,AMLODIPINE BESYLATE/BENAZEPRIL,5 MG-40 MG,CAPSULE, $0.22 
060723,AMLODIPINE BESYLATE/BENAZEPRIL,10 MG-40MG,CAPSULE, $0.23 
060730,MINOCYCLINE HCL,45 MG,TAB ER 24H, $3.74 
060731,MINOCYCLINE HCL,90 MG,TAB ER 24H, $11.30 
060732,MINOCYCLINE HCL,135 MG,TAB ER 24H, $3.74 
060766,"ANTIHEMOPHILIC FACTOR, HUM REC",1500 (+/-),VIAL, $1.24 
060780,VALSARTAN/HYDROCHLOROTHIAZIDE,320MG-25MG,TABLET, $0.53 
060781,VALSARTAN/HYDROCHLOROTHIAZIDE,320-12.5MG,TABLET, $0.60 
060839,DECITABINE,50 MG,VIAL, $50.41 
060896,VARENICLINE TARTRATE,0.5 MG,TABLET, $5.89 
060897,VARENICLINE TARTRATE,1 MG,TABLET, $7.04 
060898,VARENICLINE TARTRATE,0.5 (11)-1,TAB DS PK, $10.18 
060904,"PEN NEEDLE, DIABETIC","31 GX3/16""",DIS NEEDLE, $0.05 
060915,RASAGILINE MESYLATE,0.5 MG,TABLET, $3.91 
060937,L-NORGEST/E.ESTRADIOL-E.ESTRAD,150-30(84),TBDSPK 3MO, $0.27 
060942,DOXYCYCLINE MONOHYDRATE,40 MG,CAP IR DR, $13.09 
060956,PREDNISOLONE SODIUM PHOSPHATE,10 MG,TAB RAPDIS, $8.63 
060957,PREDNISOLONE SODIUM PHOSPHATE,15 MG,TAB RAPDIS, $13.19 
060958,PREDNISOLONE SODIUM PHOSPHATE,30 MG,TAB RAPDIS, $16.18 
060978,GADOBUTROL,15 MMOL/15,VIAL, $7.45 
060981,D-METHORPHAN/PE/ACETAMINOPHEN,10-5-325MG,TABLET, $0.28 
060994,IBUPROFEN LYSINE/PF,20 MG/2 ML,VIAL, $209.80 
061005,LEVETIRACETAM,500 MG/5ML,VIAL, $0.34 
061016,"SYRINGE,SAFETY WITH NEEDLE,1ML","25GX1""",SYRINGE, $0.20 
061040,PHENYLEPHRINE HCL/ACETAMINOPHN,5 MG-500MG,TABLET, $0.09 
061045,MULTIVIT NO.51/IRON/FOLIC ACID,106.5-1MG,CAPSULE, $0.08 
061050,BROMPHENIRAMINE/PHENYLEPHRINE,1-2.5 MG/5,SOLUTION, $0.04 
061086,OXYMORPHONE HCL,5 MG,TABLET, $0.46 
061087,OXYMORPHONE HCL,10 MG,TABLET, $0.81 
061112,"VITS A,C,E/LUTEIN/MINERALS",300MCG-200,TABLET, $0.08 
061113,LENALIDOMIDE,15 MG,CAPSULE, $896.76 
